car_id,dropoff_hour,dropoff_time
2137,7,2007/2/20 7:25
2137,7,2007/2/20 7:25
2137,7,2007/2/20 7:28
2137,7,2007/2/20 7:29
2137,7,2007/2/20 7:38
2137,7,2007/2/20 7:39
2137,9,2007/2/20 9:17
2137,9,2007/2/20 9:18
2137,9,2007/2/20 9:48
2137,10,2007/2/20 10:32
2137,10,2007/2/20 10:33
2137,10,2007/2/20 10:35
2137,10,2007/2/20 10:37
2137,10,2007/2/20 10:40
2137,10,2007/2/20 10:41
2137,10,2007/2/20 10:42
2137,10,2007/2/20 10:42
2137,10,2007/2/20 10:43
2137,10,2007/2/20 10:44
2137,10,2007/2/20 10:45
2137,10,2007/2/20 10:46
2137,10,2007/2/20 10:47
2137,10,2007/2/20 10:48
2137,10,2007/2/20 10:52
2137,10,2007/2/20 10:57
2137,10,2007/2/20 10:59
2137,11,2007/2/20 11:03
2137,11,2007/2/20 11:03
2137,11,2007/2/20 11:06
2137,11,2007/2/20 11:08
2153,10,2007/2/20 10:44
2153,10,2007/2/20 10:45
2153,20,2007/2/20 20:57
2157,16,2007/2/20 16:00
2157,16,2007/2/20 16:01
2157,16,2007/2/20 16:01
2157,16,2007/2/20 16:02
2157,16,2007/2/20 16:06
2157,16,2007/2/20 16:07
2157,16,2007/2/20 16:08
2157,16,2007/2/20 16:15
2157,16,2007/2/20 16:16
2157,16,2007/2/20 16:18
2157,16,2007/2/20 16:20
2157,16,2007/2/20 16:26
2157,16,2007/2/20 16:33
2157,16,2007/2/20 16:38
2157,16,2007/2/20 16:39
2157,16,2007/2/20 16:42
2157,16,2007/2/20 16:43
2157,16,2007/2/20 16:44
2157,16,2007/2/20 16:45
2157,16,2007/2/20 16:47
2157,16,2007/2/20 16:48
2157,16,2007/2/20 16:51
2157,16,2007/2/20 16:52
2157,16,2007/2/20 16:53
2157,16,2007/2/20 16:59
2157,17,2007/2/20 17:15
2157,17,2007/2/20 17:16
2157,17,2007/2/20 17:18
2157,17,2007/2/20 17:19
2157,17,2007/2/20 17:24
2157,17,2007/2/20 17:25
2157,17,2007/2/20 17:31
2157,17,2007/2/20 17:31
2157,17,2007/2/20 17:34
2157,17,2007/2/20 17:36
2157,17,2007/2/20 17:41
2157,17,2007/2/20 17:42
2157,17,2007/2/20 17:44
2157,17,2007/2/20 17:51
2157,18,2007/2/20 18:07
2157,18,2007/2/20 18:08
2157,18,2007/2/20 18:10
2165,23,2007/2/20 23:49
2165,23,2007/2/20 23:50
2165,23,2007/2/20 23:51
2165,23,2007/2/20 23:53
2165,23,2007/2/20 23:55
2167,22,2007/2/20 22:58
2167,23,2007/2/20 23:02
2167,23,2007/2/20 23:03
2167,23,2007/2/20 23:07
2167,23,2007/2/20 23:09
2167,23,2007/2/20 23:13
2167,23,2007/2/20 23:14
2167,23,2007/2/20 23:24
2169,20,2007/2/20 20:34
2169,20,2007/2/20 20:35
2169,20,2007/2/20 20:39
2169,20,2007/2/20 20:40
2169,20,2007/2/20 20:42
2169,20,2007/2/20 20:45
2174,12,2007/2/20 12:47
2174,12,2007/2/20 12:50
2174,12,2007/2/20 12:58
2174,12,2007/2/20 12:59
2174,13,2007/2/20 13:08
2174,13,2007/2/20 13:09
2174,13,2007/2/20 13:14
2174,13,2007/2/20 13:14
2174,13,2007/2/20 13:15
2174,13,2007/2/20 13:15
2174,13,2007/2/20 13:16
2174,13,2007/2/20 13:16
2174,13,2007/2/20 13:20
2174,13,2007/2/20 13:22
2174,13,2007/2/20 13:23
2174,13,2007/2/20 13:27
2174,13,2007/2/20 13:28
2174,13,2007/2/20 13:35
2174,13,2007/2/20 13:39
2174,13,2007/2/20 13:51
2174,13,2007/2/20 13:52
2174,14,2007/2/20 14:35
2174,14,2007/2/20 14:35
2174,14,2007/2/20 14:36
2174,14,2007/2/20 14:37
2174,14,2007/2/20 14:39
2174,14,2007/2/20 14:40
2174,14,2007/2/20 14:41
2174,14,2007/2/20 14:43
2174,14,2007/2/20 14:45
2174,14,2007/2/20 14:51
2174,14,2007/2/20 14:52
2174,14,2007/2/20 14:55
2174,14,2007/2/20 14:58
2174,15,2007/2/20 15:01
2174,15,2007/2/20 15:05
2174,15,2007/2/20 15:06
2174,15,2007/2/20 15:17
2174,15,2007/2/20 15:19
2174,15,2007/2/20 15:21
2174,15,2007/2/20 15:21
2174,17,2007/2/20 17:32
2174,17,2007/2/20 17:32
2174,17,2007/2/20 17:34
2174,17,2007/2/20 17:34
2174,17,2007/2/20 17:39
2174,17,2007/2/20 17:40
2174,17,2007/2/20 17:52
2174,17,2007/2/20 17:52
2174,17,2007/2/20 17:54
2174,17,2007/2/20 17:54
2174,17,2007/2/20 17:56
2174,18,2007/2/20 18:02
2174,18,2007/2/20 18:08
2174,18,2007/2/20 18:09
2174,18,2007/2/20 18:13
2174,18,2007/2/20 18:14
2174,18,2007/2/20 18:16
2174,18,2007/2/20 18:18
2174,20,2007/2/20 20:56
2174,20,2007/2/20 20:57
2174,20,2007/2/20 20:58
2176,23,2007/2/20 23:28
2176,23,2007/2/20 23:28
2176,23,2007/2/20 23:28
2181,12,2007/2/20 12:21
2181,12,2007/2/20 12:28
2181,12,2007/2/20 12:30
2181,12,2007/2/20 12:42
2181,12,2007/2/20 12:46
2181,12,2007/2/20 12:46
2181,12,2007/2/20 12:53
2181,12,2007/2/20 12:55
2181,13,2007/2/20 13:00
2181,13,2007/2/20 13:00
2181,13,2007/2/20 13:03
2181,13,2007/2/20 13:04
2181,13,2007/2/20 13:05
2181,17,2007/2/20 17:43
2181,17,2007/2/20 17:44
2181,17,2007/2/20 17:45
2181,19,2007/2/20 19:58
2181,23,2007/2/20 23:59
2183,10,2007/2/20 10:30
2183,10,2007/2/20 10:31
2183,10,2007/2/20 10:35
2183,10,2007/2/20 10:35
2183,10,2007/2/20 10:37
2183,12,2007/2/20 12:44
2183,12,2007/2/20 12:45
2183,19,2007/2/20 19:43
2183,19,2007/2/20 19:44
2183,19,2007/2/20 19:51
2183,20,2007/2/20 20:00
2183,20,2007/2/20 20:01
2183,20,2007/2/20 20:03
2183,20,2007/2/20 20:04
2183,20,2007/2/20 20:05
2183,20,2007/2/20 20:09
2183,20,2007/2/20 20:10
2183,20,2007/2/20 20:16
2183,20,2007/2/20 20:19
2183,20,2007/2/20 20:23
2183,20,2007/2/20 20:27
2183,20,2007/2/20 20:29
2183,20,2007/2/20 20:31
2183,20,2007/2/20 20:32
2183,20,2007/2/20 20:35
2183,20,2007/2/20 20:37
2183,20,2007/2/20 20:38
2183,20,2007/2/20 20:40
2183,20,2007/2/20 20:42
2183,20,2007/2/20 20:45
2183,20,2007/2/20 20:46
2183,20,2007/2/20 20:48
2183,20,2007/2/20 20:49
2183,20,2007/2/20 20:58
2183,21,2007/2/20 21:00
2185,13,2007/2/20 13:23
2185,13,2007/2/20 13:24
2185,13,2007/2/20 13:25
2185,13,2007/2/20 13:26
2185,13,2007/2/20 13:29
2185,13,2007/2/20 13:31
2185,13,2007/2/20 13:32
2185,16,2007/2/20 16:24
2185,16,2007/2/20 16:30
2185,16,2007/2/20 16:30
2185,16,2007/2/20 16:31
2185,16,2007/2/20 16:32
2185,16,2007/2/20 16:33
2185,16,2007/2/20 16:34
2185,16,2007/2/20 16:36
2185,16,2007/2/20 16:40
2185,16,2007/2/20 16:42
2185,16,2007/2/20 16:54
2185,17,2007/2/20 17:01
2185,17,2007/2/20 17:28
2185,17,2007/2/20 17:29
2185,17,2007/2/20 17:35
2185,17,2007/2/20 17:36
2185,17,2007/2/20 17:38
2185,17,2007/2/20 17:39
2185,17,2007/2/20 17:41
2185,17,2007/2/20 17:43
2185,17,2007/2/20 17:46
2185,17,2007/2/20 17:47
2185,17,2007/2/20 17:48
2185,17,2007/2/20 17:51
2185,17,2007/2/20 17:52
2185,17,2007/2/20 17:54
2185,17,2007/2/20 17:57
2185,17,2007/2/20 17:58
2185,18,2007/2/20 18:01
2185,18,2007/2/20 18:06
2185,18,2007/2/20 18:09
2185,18,2007/2/20 18:11
2185,18,2007/2/20 18:28
2185,18,2007/2/20 18:29
2185,18,2007/2/20 18:31
2185,18,2007/2/20 18:33
2185,18,2007/2/20 18:34
2185,18,2007/2/20 18:37
2185,18,2007/2/20 18:45
2185,18,2007/2/20 18:46
2185,18,2007/2/20 18:46
2185,20,2007/2/20 20:16
2185,20,2007/2/20 20:17
2185,20,2007/2/20 20:18
2185,20,2007/2/20 20:19
2185,20,2007/2/20 20:20
2185,20,2007/2/20 20:21
2185,20,2007/2/20 20:22
2185,20,2007/2/20 20:24
2185,20,2007/2/20 20:25
2192,12,2007/2/20 12:13
2192,12,2007/2/20 12:13
2192,12,2007/2/20 12:13
2192,12,2007/2/20 12:15
2192,12,2007/2/20 12:16
2192,18,2007/2/20 18:46
2192,18,2007/2/20 18:47
2192,18,2007/2/20 18:55
2192,18,2007/2/20 18:56
2192,18,2007/2/20 18:58
2192,19,2007/2/20 19:30
2192,19,2007/2/20 19:31
2192,19,2007/2/20 19:33
2192,19,2007/2/20 19:34
2192,19,2007/2/20 19:37
2192,19,2007/2/20 19:40
2192,19,2007/2/20 19:47
2192,19,2007/2/20 19:48
2192,19,2007/2/20 19:49
2192,21,2007/2/20 21:08
2192,21,2007/2/20 21:09
2192,21,2007/2/20 21:12
2192,21,2007/2/20 21:27
2192,22,2007/2/20 22:18
2192,22,2007/2/20 22:19
2192,22,2007/2/20 22:24
2192,22,2007/2/20 22:29
2193,0,2007/2/20 0:46
2193,0,2007/2/20 0:49
2193,0,2007/2/20 0:52
2193,3,2007/2/20 3:19
2193,3,2007/2/20 3:20
2193,3,2007/2/20 3:21
2195,2,2007/2/20 2:04
2195,2,2007/2/20 2:07
2195,2,2007/2/20 2:09
2195,2,2007/2/20 2:10
2195,2,2007/2/20 2:11
2195,2,2007/2/20 2:12
2195,2,2007/2/20 2:12
2195,2,2007/2/20 2:14
2195,2,2007/2/20 2:14
2195,2,2007/2/20 2:16
2195,2,2007/2/20 2:39
2195,2,2007/2/20 2:39
2195,2,2007/2/20 2:42
2195,2,2007/2/20 2:42
2195,2,2007/2/20 2:47
2195,2,2007/2/20 2:47
2195,2,2007/2/20 2:47
2195,2,2007/2/20 2:53
2195,2,2007/2/20 2:56
2195,21,2007/2/20 21:50
2195,21,2007/2/20 21:51
2195,21,2007/2/20 21:51
2195,21,2007/2/20 21:53
2195,21,2007/2/20 21:56
2195,21,2007/2/20 21:57
2196,0,2007/2/20 0:06
2196,0,2007/2/20 0:09
2196,0,2007/2/20 0:11
2196,0,2007/2/20 0:14
2196,0,2007/2/20 0:24
2196,0,2007/2/20 0:25
2196,0,2007/2/20 0:26
2196,0,2007/2/20 0:40
2196,0,2007/2/20 0:45
2196,0,2007/2/20 0:57
2196,0,2007/2/20 0:58
2196,0,2007/2/20 0:59
2196,1,2007/2/20 1:03
2196,2,2007/2/20 2:37
2196,11,2007/2/20 11:20
2196,11,2007/2/20 11:21
2196,11,2007/2/20 11:21
2196,11,2007/2/20 11:27
2196,11,2007/2/20 11:43
2196,11,2007/2/20 11:43
2196,12,2007/2/20 12:02
2196,12,2007/2/20 12:03
2198,9,2007/2/20 9:28
2198,21,2007/2/20 21:18
2199,21,2007/2/20 21:02
2199,21,2007/2/20 21:04
2199,21,2007/2/20 21:06
2199,21,2007/2/20 21:07
2199,21,2007/2/20 21:10
2199,21,2007/2/20 21:11
2199,21,2007/2/20 21:11
2199,21,2007/2/20 21:12
2199,21,2007/2/20 21:15
2202,9,2007/2/20 9:31
2202,9,2007/2/20 9:33
2202,9,2007/2/20 9:33
2202,9,2007/2/20 9:34
2202,9,2007/2/20 9:37
2202,9,2007/2/20 9:45
2202,10,2007/2/20 10:11
2202,10,2007/2/20 10:13
2202,10,2007/2/20 10:14
2202,10,2007/2/20 10:15
2202,10,2007/2/20 10:19
2202,10,2007/2/20 10:20
2202,10,2007/2/20 10:27
2202,10,2007/2/20 10:28
2202,10,2007/2/20 10:33
2202,10,2007/2/20 10:34
2202,10,2007/2/20 10:40
2202,10,2007/2/20 10:41
2202,10,2007/2/20 10:42
2202,10,2007/2/20 10:45
2202,10,2007/2/20 10:48
2202,16,2007/2/20 16:46
2202,16,2007/2/20 16:48
2202,16,2007/2/20 16:49
2202,16,2007/2/20 16:53
2202,16,2007/2/20 16:54
2202,17,2007/2/20 17:09
2202,17,2007/2/20 17:34
2202,17,2007/2/20 17:35
2202,17,2007/2/20 17:37
2202,17,2007/2/20 17:38
2202,17,2007/2/20 17:39
2202,17,2007/2/20 17:42
2202,17,2007/2/20 17:43
2202,17,2007/2/20 17:45
2202,17,2007/2/20 17:46
2202,17,2007/2/20 17:47
2202,17,2007/2/20 17:50
2202,17,2007/2/20 17:51
2202,17,2007/2/20 17:53
2202,23,2007/2/20 23:11
2202,23,2007/2/20 23:12
2202,23,2007/2/20 23:15
2202,23,2007/2/20 23:20
2202,23,2007/2/20 23:27
2202,23,2007/2/20 23:28
2202,23,2007/2/20 23:30
2202,23,2007/2/20 23:31
2202,23,2007/2/20 23:33
2202,23,2007/2/20 23:37
2202,23,2007/2/20 23:40
2202,23,2007/2/20 23:41
2207,9,2007/2/20 9:02
2207,9,2007/2/20 9:04
2207,9,2007/2/20 9:05
2207,9,2007/2/20 9:17
2207,9,2007/2/20 9:20
2207,9,2007/2/20 9:32
2207,9,2007/2/20 9:33
2207,9,2007/2/20 9:58
2207,9,2007/2/20 9:58
2207,15,2007/2/20 15:30
2207,15,2007/2/20 15:31
2207,15,2007/2/20 15:33
2207,15,2007/2/20 15:38
2207,15,2007/2/20 15:38
2207,15,2007/2/20 15:43
2207,15,2007/2/20 15:44
2207,15,2007/2/20 15:47
2207,15,2007/2/20 15:48
2207,15,2007/2/20 15:51
2207,16,2007/2/20 16:19
2207,16,2007/2/20 16:20
2207,16,2007/2/20 16:23
2207,16,2007/2/20 16:24
2207,16,2007/2/20 16:25
2207,16,2007/2/20 16:30
2207,16,2007/2/20 16:36
2207,17,2007/2/20 17:58
2207,18,2007/2/20 18:10
2207,18,2007/2/20 18:11
2207,18,2007/2/20 18:13
2207,18,2007/2/20 18:14
2207,18,2007/2/20 18:17
2207,18,2007/2/20 18:18
2207,18,2007/2/20 18:20
2207,18,2007/2/20 18:22
2207,18,2007/2/20 18:24
2207,18,2007/2/20 18:25
2207,18,2007/2/20 18:26
2207,18,2007/2/20 18:28
2207,18,2007/2/20 18:29
2207,18,2007/2/20 18:30
2207,18,2007/2/20 18:31
2207,18,2007/2/20 18:32
2207,18,2007/2/20 18:43
2207,18,2007/2/20 18:44
2207,18,2007/2/20 18:45
2207,18,2007/2/20 18:46
2207,18,2007/2/20 18:47
2207,18,2007/2/20 18:49
2207,18,2007/2/20 18:50
2207,18,2007/2/20 18:51
2207,18,2007/2/20 18:53
2207,19,2007/2/20 19:01
2207,19,2007/2/20 19:02
2207,19,2007/2/20 19:06
2208,4,2007/2/20 4:21
2208,4,2007/2/20 4:22
2208,4,2007/2/20 4:30
2208,4,2007/2/20 4:31
2208,5,2007/2/20 5:53
2208,5,2007/2/20 5:54
2208,7,2007/2/20 7:09
2208,7,2007/2/20 7:10
2208,8,2007/2/20 8:49
2208,8,2007/2/20 8:50
2208,8,2007/2/20 8:51
2208,8,2007/2/20 8:52
2208,8,2007/2/20 8:57
2208,8,2007/2/20 8:58
2208,10,2007/2/20 10:12
2208,10,2007/2/20 10:13
2208,10,2007/2/20 10:20
2208,10,2007/2/20 10:20
2208,12,2007/2/20 12:55
2208,13,2007/2/20 13:53
2208,15,2007/2/20 15:16
2208,15,2007/2/20 15:17
2208,18,2007/2/20 18:31
2208,18,2007/2/20 18:32
2208,23,2007/2/20 23:59
2210,0,2007/2/20 0:08
2210,0,2007/2/20 0:08
2210,0,2007/2/20 0:11
2210,0,2007/2/20 0:11
2210,0,2007/2/20 0:13
2210,0,2007/2/20 0:14
2210,0,2007/2/20 0:27
2210,0,2007/2/20 0:28
2210,0,2007/2/20 0:35
2210,0,2007/2/20 0:47
2210,5,2007/2/20 5:52
2210,5,2007/2/20 5:52
2210,5,2007/2/20 5:54
2210,5,2007/2/20 5:55
2210,6,2007/2/20 6:03
2210,6,2007/2/20 6:04
2210,6,2007/2/20 6:35
2210,6,2007/2/20 6:35
2210,6,2007/2/20 6:36
2210,6,2007/2/20 6:39
2210,6,2007/2/20 6:41
2210,8,2007/2/20 8:50
2210,8,2007/2/20 8:51
2210,8,2007/2/20 8:53
2210,8,2007/2/20 8:55
2210,9,2007/2/20 9:10
2210,9,2007/2/20 9:13
2210,9,2007/2/20 9:51
2210,9,2007/2/20 9:51
2210,9,2007/2/20 9:55
2210,9,2007/2/20 9:56
2210,9,2007/2/20 9:57
2210,9,2007/2/20 9:58
2210,10,2007/2/20 10:11
2210,10,2007/2/20 10:12
2210,10,2007/2/20 10:32
2210,10,2007/2/20 10:33
2210,10,2007/2/20 10:37
2210,10,2007/2/20 10:39
2210,10,2007/2/20 10:40
2210,10,2007/2/20 10:41
2210,10,2007/2/20 10:41
2210,10,2007/2/20 10:42
2210,10,2007/2/20 10:45
2210,10,2007/2/20 10:46
2210,10,2007/2/20 10:47
2210,13,2007/2/20 13:43
2210,13,2007/2/20 13:43
2210,13,2007/2/20 13:48
2210,13,2007/2/20 13:48
2210,14,2007/2/20 14:07
2210,14,2007/2/20 14:08
2210,14,2007/2/20 14:09
2210,14,2007/2/20 14:29
2210,14,2007/2/20 14:30
2210,14,2007/2/20 14:30
2210,14,2007/2/20 14:32
2210,14,2007/2/20 14:38
2210,14,2007/2/20 14:50
2210,15,2007/2/20 15:12
2210,15,2007/2/20 15:13
2210,15,2007/2/20 15:14
2210,15,2007/2/20 15:16
2210,15,2007/2/20 15:18
2210,15,2007/2/20 15:52
2210,15,2007/2/20 15:54
2210,15,2007/2/20 15:55
2210,15,2007/2/20 15:56
2210,15,2007/2/20 15:59
2210,16,2007/2/20 16:00
2210,16,2007/2/20 16:02
2210,16,2007/2/20 16:03
2210,17,2007/2/20 17:34
2210,17,2007/2/20 17:35
2210,17,2007/2/20 17:38
2210,17,2007/2/20 17:39
2210,19,2007/2/20 19:20
2210,19,2007/2/20 19:24
2210,19,2007/2/20 19:30
2210,19,2007/2/20 19:30
2210,19,2007/2/20 19:33
2210,19,2007/2/20 19:53
2210,19,2007/2/20 19:55
2210,22,2007/2/20 22:14
2210,22,2007/2/20 22:15
2210,22,2007/2/20 22:17
2210,22,2007/2/20 22:18
2210,22,2007/2/20 22:19
2210,22,2007/2/20 22:21
2210,22,2007/2/20 22:22
2210,22,2007/2/20 22:23
2210,22,2007/2/20 22:25
2210,22,2007/2/20 22:27
2210,22,2007/2/20 22:28
2210,22,2007/2/20 22:30
2210,22,2007/2/20 22:30
2210,22,2007/2/20 22:31
2210,22,2007/2/20 22:34
2210,22,2007/2/20 22:36
2210,22,2007/2/20 22:52
2210,22,2007/2/20 22:53
2210,22,2007/2/20 22:56
2210,22,2007/2/20 22:57
2210,23,2007/2/20 23:00
2210,23,2007/2/20 23:04
2210,23,2007/2/20 23:14
2210,23,2007/2/20 23:29
2447,6,2007/2/20 6:56
2447,6,2007/2/20 6:56
2447,6,2007/2/20 6:56
2447,6,2007/2/20 6:56
2447,7,2007/2/20 7:00
2447,7,2007/2/20 7:02
2447,7,2007/2/20 7:03
2641,14,2007/2/20 14:16
2641,14,2007/2/20 14:18
2641,14,2007/2/20 14:18
2641,14,2007/2/20 14:22
2641,14,2007/2/20 14:25
2641,14,2007/2/20 14:26
2641,14,2007/2/20 14:29
2641,17,2007/2/20 17:53
2641,17,2007/2/20 17:54
2641,17,2007/2/20 17:55
2641,17,2007/2/20 17:57
2641,18,2007/2/20 18:01
2641,18,2007/2/20 18:02
2641,18,2007/2/20 18:03
2641,18,2007/2/20 18:04
2641,18,2007/2/20 18:04
2641,19,2007/2/20 19:21
2641,19,2007/2/20 19:21
2641,19,2007/2/20 19:25
2641,19,2007/2/20 19:33
2641,19,2007/2/20 19:34
2641,19,2007/2/20 19:47
2641,20,2007/2/20 20:26
2641,20,2007/2/20 20:27
2641,20,2007/2/20 20:28
2641,20,2007/2/20 20:29
2641,20,2007/2/20 20:32
2641,20,2007/2/20 20:34
2641,20,2007/2/20 20:36
2641,20,2007/2/20 20:37
2641,20,2007/2/20 20:41
2641,20,2007/2/20 20:42
2641,20,2007/2/20 20:44
2641,20,2007/2/20 20:45
2641,20,2007/2/20 20:46
2641,21,2007/2/20 21:13
2641,21,2007/2/20 21:16
2641,21,2007/2/20 21:20
2641,21,2007/2/20 21:21
2641,21,2007/2/20 21:22
2641,21,2007/2/20 21:29
2641,21,2007/2/20 21:29
2641,21,2007/2/20 21:30
2641,22,2007/2/20 22:02
2641,22,2007/2/20 22:03
2641,22,2007/2/20 22:05
2949,10,2007/2/20 10:54
2949,20,2007/2/20 20:35
2949,20,2007/2/20 20:36
2949,20,2007/2/20 20:39
2949,20,2007/2/20 20:41
2949,20,2007/2/20 20:51
2949,20,2007/2/20 20:51
2949,20,2007/2/20 20:53
2949,20,2007/2/20 20:53
2949,20,2007/2/20 20:55
2949,21,2007/2/20 21:00
2949,21,2007/2/20 21:01
2949,21,2007/2/20 21:03
2949,21,2007/2/20 21:04
2949,21,2007/2/20 21:10
2949,21,2007/2/20 21:15
2949,21,2007/2/20 21:16
2949,21,2007/2/20 21:17
2949,21,2007/2/20 21:20
2949,21,2007/2/20 21:21
2949,22,2007/2/20 22:24
2949,22,2007/2/20 22:25
2949,22,2007/2/20 22:26
2949,22,2007/2/20 22:27
2949,22,2007/2/20 22:35
2949,22,2007/2/20 22:36
3201,14,2007/2/20 14:01
3201,14,2007/2/20 14:04
3201,14,2007/2/20 14:04
3201,14,2007/2/20 14:21
3202,7,2007/2/20 7:42
3202,7,2007/2/20 7:43
3202,7,2007/2/20 7:47
3202,7,2007/2/20 7:52
3202,7,2007/2/20 7:55
3202,7,2007/2/20 7:57
3202,7,2007/2/20 7:59
3202,8,2007/2/20 8:00
3202,8,2007/2/20 8:02
3202,8,2007/2/20 8:04
3202,8,2007/2/20 8:07
3202,12,2007/2/20 12:15
3202,12,2007/2/20 12:16
3202,12,2007/2/20 12:18
3202,12,2007/2/20 12:52
3202,12,2007/2/20 12:53
3202,12,2007/2/20 12:59
3202,13,2007/2/20 13:01
3202,16,2007/2/20 16:29
3202,16,2007/2/20 16:30
3202,16,2007/2/20 16:32
3202,16,2007/2/20 16:34
3202,16,2007/2/20 16:38
3202,16,2007/2/20 16:40
3202,16,2007/2/20 16:45
3202,16,2007/2/20 16:47
3202,16,2007/2/20 16:49
3202,16,2007/2/20 16:52
3202,16,2007/2/20 16:52
3202,16,2007/2/20 16:55
3202,17,2007/2/20 17:21
3202,17,2007/2/20 17:24
3202,17,2007/2/20 17:25
3202,17,2007/2/20 17:30
3202,17,2007/2/20 17:31
3203,17,2007/2/20 17:57
3203,17,2007/2/20 17:58
3203,18,2007/2/20 18:02
3203,19,2007/2/20 19:00
3203,19,2007/2/20 19:02
3203,19,2007/2/20 19:03
3203,19,2007/2/20 19:04
3205,13,2007/2/20 13:37
3205,13,2007/2/20 13:37
3206,12,2007/2/20 12:11
3206,12,2007/2/20 12:35
3206,12,2007/2/20 12:52
3206,12,2007/2/20 12:54
3206,12,2007/2/20 12:55
3206,12,2007/2/20 12:56
3206,12,2007/2/20 12:58
3206,13,2007/2/20 13:01
3206,13,2007/2/20 13:02
3206,13,2007/2/20 13:03
3206,13,2007/2/20 13:05
3206,13,2007/2/20 13:06
3206,13,2007/2/20 13:09
3206,13,2007/2/20 13:10
3206,13,2007/2/20 13:12
3206,22,2007/2/20 22:29
3206,22,2007/2/20 22:30
3206,22,2007/2/20 22:30
3206,22,2007/2/20 22:38
